Number of total jobs: 3732
Job created at 6, Arrival Time: 6, Processing Time: 3, Priority: 0
Job created at 1131, Arrival Time: 1131, Processing Time: 1, Priority: 0
Job created at 1131, Arrival Time: 1131, Processing Time: 7, Priority: 0
Job created at 1136, Arrival Time: 1136, Processing Time: 5, Priority: 0
Job created at 1137, Arrival Time: 1137, Processing Time: 11, Priority: 1
Job created at 1139, Arrival Time: 1139, Processing Time: 6, Priority: 0
Job created at 1141, Arrival Time: 1141, Processing Time: 3, Priority: 0
Job created at 1145, Arrival Time: 1145, Processing Time: 2, Priority: 0
Job created at 1149, Arrival Time: 1149, Processing Time: 14, Priority: 0
Job created at 1150, Arrival Time: 1150, Processing Time: 4, Priority: 0
Job created at 1150, Arrival Time: 1150, Processing Time: 6, Priority: 0
Job created at 1155, Arrival Time: 1155, Processing Time: 5, Priority: 0
Job created at 1160, Arrival Time: 1160, Processing Time: 5, Priority: 0
Job created at 1160, Arrival Time: 1160, Processing Time: 9, Priority: 0
Job created at 1166, Arrival Time: 1166, Processing Time: 3, Priority: 0
Job created at 1169, Arrival Time: 1169, Processing Time: 8, Priority: 0
Job created at 1170, Arrival Time: 1170, Processing Time: 3, Priority: 0
Job created at 1173, Arrival Time: 1173, Processing Time: 9, Priority: 1
Job created at 1174, Arrival Time: 1174, Processing Time: 13, Priority: 0
Job created at 1175, Arrival Time: 1175, Processing Time: 2, Priority: 0
Job created at 1180, Arrival Time: 1180, Processing Time: 3, Priority: 0
Job created at 1181, Arrival Time: 1181, Processing Time: 10, Priority: 0
Job created at 1185, Arrival Time: 1185, Processing Time: 1, Priority: 0
Job created at 1189, Arrival Time: 1189, Processing Time: 3, Priority: 0
Job created at 1191, Arrival Time: 1191, Processing Time: 8, Priority: 0
Job created at 1195, Arrival Time: 1195, Processing Time: 4, Priority: 0
Job created at 1199, Arrival Time: 1199, Processing Time: 5, Priority: 0
Job created at 1200, Arrival Time: 1200, Processing Time: 13, Priority: 0
Job created at 1201, Arrival Time: 1201, Processing Time: 9, Priority: 0
Job created at 1205, Arrival Time: 1205, Processing Time: 2, Priority: 0
Job created at 1205, Arrival Time: 1205, Processing Time: 8, Priority: 1
Job created at 1209, Arrival Time: 1209, Processing Time: 3, Priority: 0
Job created at 1209, Arrival Time: 1209, Processing Time: 10, Priority: 0
Job created at 1214, Arrival Time: 1214, Processing Time: 5, Priority: 0
Job created at 1219, Arrival Time: 1219, Processing Time: 3, Priority: 0
Job created at 1219, Arrival Time: 1219, Processing Time: 7, Priority: 0
Job created at 1225, Arrival Time: 1225, Processing Time: 4, Priority: 0
Job created at 1225, Arrival Time: 1225, Processing Time: 11, Priority: 0
Job created at 1229, Arrival Time: 1229, Processing Time: 8, Priority: 0
Job created at 1230, Arrival Time: 1230, Processing Time: 1, Priority: 0
Job created at 1232, Arrival Time: 1232, Processing Time: 9, Priority: 1
Job created at 1236, Arrival Time: 1236, Processing Time: 3, Priority: 0
Job created at 1239, Arrival Time: 1239, Processing Time: 2, Priority: 0
Job created at 1239, Arrival Time: 1239, Processing Time: 9, Priority: 0
Job created at 1246, Arrival Time: 1246, Processing Time: 2, Priority: 0
Job created at 1250, Arrival Time: 1250, Processing Time: 1, Priority: 0
Job created at 1250, Arrival Time: 1250, Processing Time: 11, Priority: 0
Job created at 1251, Arrival Time: 1251, Processing Time: 6, Priority: 0
Job created at 1255, Arrival Time: 1255, Processing Time: 1, Priority: 0
Job created at 1260, Arrival Time: 1260, Processing Time: 2, Priority: 0
Job created at 1261, Arrival Time: 1261, Processing Time: 10, Priority: 1
Job created at 1261, Arrival Time: 1261, Processing Time: 7, Priority: 0
Job created at 1266, Arrival Time: 1266, Processing Time: 2, Priority: 0
Job created at 1270, Arrival Time: 1270, Processing Time: 2, Priority: 0
Job created at 1270, Arrival Time: 1270, Processing Time: 10, Priority: 0
Job created at 1274, Arrival Time: 1274, Processing Time: 3, Priority: 0
Job created at 1274, Arrival Time: 1274, Processing Time: 13, Priority: 0
Job created at 1279, Arrival Time: 1279, Processing Time: 1, Priority: 0
Job created at 1281, Arrival Time: 1281, Processing Time: 6, Priority: 0
Job created at 1284, Arrival Time: 1284, Processing Time: 5, Priority: 0
Job created at 1291, Arrival Time: 1291, Processing Time: 7, Priority: 0
Job created at 1291, Arrival Time: 1291, Processing Time: 4, Priority: 0
Job created at 1295, Arrival Time: 1295, Processing Time: 9, Priority: 1
Job created at 1296, Arrival Time: 1296, Processing Time: 2, Priority: 0
Job created at 1299, Arrival Time: 1299, Processing Time: 12, Priority: 0
Job created at 1299, Arrival Time: 1299, Processing Time: 6, Priority: 0
Job created at 1301, Arrival Time: 1301, Processing Time: 5, Priority: 0
Job created at 1304, Arrival Time: 1304, Processing Time: 4, Priority: 0
Job created at 1310, Arrival Time: 1310, Processing Time: 4, Priority: 0
Job created at 1311, Arrival Time: 1311, Processing Time: 8, Priority: 0
Job created at 1315, Arrival Time: 1315, Processing Time: 3, Priority: 0
Job created at 1319, Arrival Time: 1319, Processing Time: 9, Priority: 1
Job created at 1321, Arrival Time: 1321, Processing Time: 6, Priority: 0
Job created at 1321, Arrival Time: 1321, Processing Time: 1, Priority: 0
Job created at 1324, Arrival Time: 1324, Processing Time: 15, Priority: 0
Job created at 1324, Arrival Time: 1324, Processing Time: 5, Priority: 0
Job created at 1329, Arrival Time: 1329, Processing Time: 6, Priority: 0
Job created at 1331, Arrival Time: 1331, Processing Time: 1, Priority: 0
Job created at 1335, Arrival Time: 1335, Processing Time: 5, Priority: 0
Job created at 1339, Arrival Time: 1339, Processing Time: 4, Priority: 0
Job created at 1340, Arrival Time: 1340, Processing Time: 9, Priority: 0
Job created at 1346, Arrival Time: 1346, Processing Time: 3, Priority: 0
Job created at 1349, Arrival Time: 1349, Processing Time: 9, Priority: 0
Job created at 1350, Arrival Time: 1350, Processing Time: 9, Priority: 1
Job created at 1350, Arrival Time: 1350, Processing Time: 1, Priority: 0
Job created at 1351, Arrival Time: 1351, Processing Time: 13, Priority: 0
Job created at 1354, Arrival Time: 1354, Processing Time: 4, Priority: 0
Job created at 1359, Arrival Time: 1359, Processing Time: 5, Priority: 0
Job created at 1360, Arrival Time: 1360, Processing Time: 7, Priority: 0
Job created at 1365, Arrival Time: 1365, Processing Time: 1, Priority: 0
Job created at 1370, Arrival Time: 1370, Processing Time: 5, Priority: 0
Job created at 1371, Arrival Time: 1371, Processing Time: 6, Priority: 0
Job created at 1374, Arrival Time: 1374, Processing Time: 15, Priority: 0
Job created at 1375, Arrival Time: 1375, Processing Time: 2, Priority: 0
Job created at 1379, Arrival Time: 1379, Processing Time: 1, Priority: 0
Job created at 1379, Arrival Time: 1379, Processing Time: 6, Priority: 0
Job created at 1384, Arrival Time: 1384, Processing Time: 12, Priority: 1
Job created at 1385, Arrival Time: 1385, Processing Time: 1, Priority: 0
Job created at 1389, Arrival Time: 1389, Processing Time: 2, Priority: 0
Job created at 1389, Arrival Time: 1389, Processing Time: 6, Priority: 0
Job created at 1394, Arrival Time: 1394, Processing Time: 3, Priority: 0
Job created at 1399, Arrival Time: 1399, Processing Time: 3, Priority: 0
Job created at 1401, Arrival Time: 1401, Processing Time: 11, Priority: 0
Job created at 1401, Arrival Time: 1401, Processing Time: 6, Priority: 0
Job created at 1404, Arrival Time: 1404, Processing Time: 2, Priority: 0
Job created at 1410, Arrival Time: 1410, Processing Time: 2, Priority: 0
Job created at 1410, Arrival Time: 1410, Processing Time: 9, Priority: 0
Job created at 1411, Arrival Time: 1411, Processing Time: 10, Priority: 1
Job created at 1416, Arrival Time: 1416, Processing Time: 3, Priority: 0
Job created at 1420, Arrival Time: 1420, Processing Time: 3, Priority: 0
Job created at 1421, Arrival Time: 1421, Processing Time: 7, Priority: 0
Job created at 1424, Arrival Time: 1424, Processing Time: 2, Priority: 0
Job created at 1426, Arrival Time: 1426, Processing Time: 12, Priority: 0
Job created at 1431, Arrival Time: 1431, Processing Time: 2, Priority: 0
Job created at 1431, Arrival Time: 1431, Processing Time: 6, Priority: 0
Job created at 1434, Arrival Time: 1434, Processing Time: 5, Priority: 0
Job created at 1440, Arrival Time: 1440, Processing Time: 11, Priority: 1
Job created at 1440, Arrival Time: 1440, Processing Time: 1, Priority: 0
Job created at 1440, Arrival Time: 1440, Processing Time: 7, Priority: 0
Job created at 1445, Arrival Time: 1445, Processing Time: 3, Priority: 0
Job created at 1449, Arrival Time: 1449, Processing Time: 1, Priority: 0
Job created at 1450, Arrival Time: 1450, Processing Time: 11, Priority: 0
Job created at 1451, Arrival Time: 1451, Processing Time: 8, Priority: 0
Job created at 1456, Arrival Time: 1456, Processing Time: 3, Priority: 0
Job created at 1459, Arrival Time: 1459, Processing Time: 9, Priority: 0
Job created at 1461, Arrival Time: 1461, Processing Time: 5, Priority: 0
Job created at 1464, Arrival Time: 1464, Processing Time: 3, Priority: 0
Job created at 1470, Arrival Time: 1470, Processing Time: 5, Priority: 0
Job created at 1471, Arrival Time: 1471, Processing Time: 8, Priority: 1
Job created at 1471, Arrival Time: 1471, Processing Time: 7, Priority: 0
Job created at 1476, Arrival Time: 1476, Processing Time: 13, Priority: 0
Job created at 1476, Arrival Time: 1476, Processing Time: 4, Priority: 0
Job created at 1479, Arrival Time: 1479, Processing Time: 4, Priority: 0
Job created at 1481, Arrival Time: 1481, Processing Time: 6, Priority: 0
Job created at 1486, Arrival Time: 1486, Processing Time: 1, Priority: 0
Job created at 1489, Arrival Time: 1489, Processing Time: 9, Priority: 0
Job created at 1491, Arrival Time: 1491, Processing Time: 4, Priority: 0
Job created at 1495, Arrival Time: 1495, Processing Time: 4, Priority: 0
Job created at 1499, Arrival Time: 1499, Processing Time: 3, Priority: 0
Job created at 1500, Arrival Time: 1500, Processing Time: 13, Priority: 0
Job created at 1501, Arrival Time: 1501, Processing Time: 7, Priority: 0
Job created at 1503, Arrival Time: 1503, Processing Time: 12, Priority: 1
Job created at 1504, Arrival Time: 1504, Processing Time: 2, Priority: 0
Job created at 1510, Arrival Time: 1510, Processing Time: 1, Priority: 0
Job created at 1511, Arrival Time: 1511, Processing Time: 7, Priority: 0
Job created at 1514, Arrival Time: 1514, Processing Time: 1, Priority: 0
Job created at 1521, Arrival Time: 1521, Processing Time: 1, Priority: 0
Job created at 1521, Arrival Time: 1521, Processing Time: 7, Priority: 0
Job created at 1524, Arrival Time: 1524, Processing Time: 15, Priority: 0
Job created at 1524, Arrival Time: 1524, Processing Time: 5, Priority: 0
Job created at 1527, Arrival Time: 1527, Processing Time: 11, Priority: 1
Job created at 1529, Arrival Time: 1529, Processing Time: 6, Priority: 0
Job created at 1530, Arrival Time: 1530, Processing Time: 4, Priority: 0
Job created at 1534, Arrival Time: 1534, Processing Time: 4, Priority: 0
Job created at 1539, Arrival Time: 1539, Processing Time: 10, Priority: 0
Job created at 1540, Arrival Time: 1540, Processing Time: 2, Priority: 0
Job created at 1545, Arrival Time: 1545, Processing Time: 5, Priority: 0
Job created at 1549, Arrival Time: 1549, Processing Time: 15, Priority: 0
Job created at 1549, Arrival Time: 1549, Processing Time: 8, Priority: 0
Job created at 1551, Arrival Time: 1551, Processing Time: 5, Priority: 0
Job created at 1554, Arrival Time: 1554, Processing Time: 4, Priority: 0
Job created at 1559, Arrival Time: 1559, Processing Time: 1, Priority: 0
Job created at 1560, Arrival Time: 1560, Processing Time: 6, Priority: 0
Job created at 1565, Arrival Time: 1565, Processing Time: 10, Priority: 1
Job created at 1566, Arrival Time: 1566, Processing Time: 4, Priority: 0
Job created at 1571, Arrival Time: 1571, Processing Time: 1, Priority: 0
Job created at 1571, Arrival Time: 1571, Processing Time: 10, Priority: 0
Job created at 1574, Arrival Time: 1574, Processing Time: 11, Priority: 0
Job created at 1575, Arrival Time: 1575, Processing Time: 2, Priority: 0
Job created at 1579, Arrival Time: 1579, Processing Time: 6, Priority: 0
Job created at 1580, Arrival Time: 1580, Processing Time: 1, Priority: 0
Job created at 1586, Arrival Time: 1586, Processing Time: 3, Priority: 0
Job created at 1587, Arrival Time: 1587, Processing Time: 10, Priority: 1
Job created at 1591, Arrival Time: 1591, Processing Time: 3, Priority: 0
Job created at 1591, Arrival Time: 1591, Processing Time: 7, Priority: 0
Job created at 1594, Arrival Time: 1594, Processing Time: 4, Priority: 0
Job created at 1599, Arrival Time: 1599, Processing Time: 4, Priority: 0
Job created at 1601, Arrival Time: 1601, Processing Time: 15, Priority: 0
Job created at 1601, Arrival Time: 1601, Processing Time: 6, Priority: 0
Job created at 1604, Arrival Time: 1604, Processing Time: 4, Priority: 0
Job created at 1611, Arrival Time: 1611, Processing Time: 4, Priority: 0
Job created at 1611, Arrival Time: 1611, Processing Time: 8, Priority: 0
Job created at 1616, Arrival Time: 1616, Processing Time: 3, Priority: 0
Job created at 1619, Arrival Time: 1619, Processing Time: 12, Priority: 1
Job created at 1620, Arrival Time: 1620, Processing Time: 6, Priority: 0
Job created at 1621, Arrival Time: 1621, Processing Time: 1, Priority: 0
Job created at 1624, Arrival Time: 1624, Processing Time: 3, Priority: 0
Job created at 1626, Arrival Time: 1626, Processing Time: 11, Priority: 0
Job created at 1630, Arrival Time: 1630, Processing Time: 10, Priority: 0
Job created at 1631, Arrival Time: 1631, Processing Time: 1, Priority: 0
Job created at 1636, Arrival Time: 1636, Processing Time: 2, Priority: 0
Job created at 1639, Arrival Time: 1639, Processing Time: 4, Priority: 0
Job created at 1639, Arrival Time: 1639, Processing Time: 6, Priority: 0
Job created at 1645, Arrival Time: 1645, Processing Time: 11, Priority: 1
Job created at 1646, Arrival Time: 1646, Processing Time: 1, Priority: 0
Job created at 1649, Arrival Time: 1649, Processing Time: 5, Priority: 0
Job created at 1649, Arrival Time: 1649, Processing Time: 7, Priority: 0
Job created at 1650, Arrival Time: 1650, Processing Time: 13, Priority: 0
Job created at 1655, Arrival Time: 1655, Processing Time: 1, Priority: 0
Job created at 1659, Arrival Time: 1659, Processing Time: 5, Priority: 0
